clone.id	source.plate	source.plate.suffix	source.plate.1	r	c	rc	tx.plate.suffix	tx.plate	tx.rc	tx.r	tx.c	GAL4.allele	GAL80.allele	GAL3.allele	GALK.allele	tx.rep	GALK.clone.named	gene	parental.txant	GAL3.clone.named	GAL80.clone.named	GAL4.clone.named
180324-Plate_006.H5	180324-Plate_006	6	Plate_006	H	5	H5	8	Plate_008	F5	F	5	GAL4.40	GAL80.37	GAL3.WT	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.WT	GAL80S-1	GAL4-L868K
180324-Plate_006.H6	180324-Plate_006	6	Plate_006	H	6	H6	8	Plate_008	F6	F	6	GAL4.40	GAL80.41	GAL3.WT	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.WT	GAL80S-0	GAL4-L868K
180324-Plate_006.H7	180324-Plate_006	6	Plate_006	H	7	H7	8	Plate_008	F7	F	7	GAL4.40	GAL80.WT	GAL3.delta	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.delta	GAL80.WT	GAL4-L868K
180324-Plate_006.H8	180324-Plate_006	6	Plate_006	H	8	H8	8	Plate_008	F8	F	8	GAL4.40	GAL80.delta	GAL3.delta	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.delta	GAL80.delta	GAL4-L868K
180324-Plate_006.H9	180324-Plate_006	6	Plate_006	H	9	H9	8	Plate_008	F9	F	9	GAL4.40	GAL80.07	GAL3.delta	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.delta	GAL80.07	GAL4-L868K
180324-Plate_006.H10	180324-Plate_006	6	Plate_006	H	10	H10	8	Plate_008	F10	F	10	GAL4.40	GAL80.35	GAL3.delta	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.delta	GAL80S-2	GAL4-L868K
180324-Plate_006.H11	180324-Plate_006	6	Plate_006	H	11	H11	8	Plate_008	F11	F	11	GAL4.40	GAL80.37	GAL3.delta	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.delta	GAL80S-1	GAL4-L868K
180324-Plate_006.H12	180324-Plate_006	6	Plate_006	H	12	H12	8	Plate_008	F12	F	12	GAL4.40	GAL80.41	GAL3.delta	pAMN51.2 - 1 - A8	2	GALK.Can_abl	GALK	2	GAL3.delta	GAL80S-0	GAL4-L868K
180324-Plate_007.A1	180324-Plate_007	7	Plate_007	A	1	A1	9	Plate_009	A1	A	1	GAL4.WT	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4.WT
180324-Plate_007.A2	180324-Plate_007	7	Plate_007	A	2	A2	9	Plate_009	A2	A	2	GAL4.WT	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4.WT
180324-Plate_007.A3	180324-Plate_007	7	Plate_007	A	3	A3	9	Plate_009	A3	A	3	GAL4.WT	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4.WT
180324-Plate_007.A4	180324-Plate_007	7	Plate_007	A	4	A4	9	Plate_009	A4	A	4	GAL4.WT	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4.WT
180324-Plate_007.A5	180324-Plate_007	7	Plate_007	A	5	A5	9	Plate_009	A5	A	5	GAL4.WT	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4.WT
180324-Plate_007.A6	180324-Plate_007	7	Plate_007	A	6	A6	9	Plate_009	A6	A	6	GAL4.WT	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4.WT
180324-Plate_007.A7	180324-Plate_007	7	Plate_007	A	7	A7	9	Plate_009	A7	A	7	GAL4.WT	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4.WT
180324-Plate_007.A8	180324-Plate_007	7	Plate_007	A	8	A8	9	Plate_009	A8	A	8	GAL4.WT	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4.WT
180324-Plate_007.A9	180324-Plate_007	7	Plate_007	A	9	A9	9	Plate_009	A9	A	9	GAL4.WT	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4.WT
180324-Plate_007.A10	180324-Plate_007	7	Plate_007	A	10	A10	9	Plate_009	A10	A	10	GAL4.WT	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4.WT
180324-Plate_007.A11	180324-Plate_007	7	Plate_007	A	11	A11	9	Plate_009	A11	A	11	GAL4.WT	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4.WT
180324-Plate_007.A12	180324-Plate_007	7	Plate_007	A	12	A12	9	Plate_009	A12	A	12	GAL4.WT	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4.WT
180324-Plate_007.B1	180324-Plate_007	7	Plate_007	B	1	B1	9	Plate_009	B1	B	1	GAL4.delta	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4.delta
180324-Plate_007.B2	180324-Plate_007	7	Plate_007	B	2	B2	9	Plate_009	B2	B	2	GAL4.delta	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4.delta
180324-Plate_007.B3	180324-Plate_007	7	Plate_007	B	3	B3	9	Plate_009	B3	B	3	GAL4.delta	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4.delta
180324-Plate_007.B4	180324-Plate_007	7	Plate_007	B	4	B4	9	Plate_009	B4	B	4	GAL4.delta	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4.delta
180324-Plate_007.B5	180324-Plate_007	7	Plate_007	B	5	B5	9	Plate_009	B5	B	5	GAL4.delta	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4.delta
180324-Plate_007.B6	180324-Plate_007	7	Plate_007	B	6	B6	9	Plate_009	B6	B	6	GAL4.delta	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4.delta
180324-Plate_007.B7	180324-Plate_007	7	Plate_007	B	7	B7	9	Plate_009	B7	B	7	GAL4.delta	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4.delta
180324-Plate_007.B8	180324-Plate_007	7	Plate_007	B	8	B8	9	Plate_009	B8	B	8	GAL4.delta	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4.delta
180324-Plate_007.B9	180324-Plate_007	7	Plate_007	B	9	B9	9	Plate_009	B9	B	9	GAL4.delta	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4.delta
180324-Plate_007.B10	180324-Plate_007	7	Plate_007	B	10	B10	9	Plate_009	B10	B	10	GAL4.delta	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4.delta
180324-Plate_007.B11	180324-Plate_007	7	Plate_007	B	11	B11	9	Plate_009	B11	B	11	GAL4.delta	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4.delta
180324-Plate_007.B12	180324-Plate_007	7	Plate_007	B	12	B12	9	Plate_009	B12	B	12	GAL4.delta	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4.delta
180324-Plate_007.C1	180324-Plate_007	7	Plate_007	C	1	C1	9	Plate_009	C1	C	1	GAL4.35	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868P
180324-Plate_007.C2	180324-Plate_007	7	Plate_007	C	2	C2	9	Plate_009	C2	C	2	GAL4.35	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868P
180324-Plate_007.C3	180324-Plate_007	7	Plate_007	C	3	C3	9	Plate_009	C3	C	3	GAL4.35	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4-L868P
180324-Plate_007.C4	180324-Plate_007	7	Plate_007	C	4	C4	9	Plate_009	C4	C	4	GAL4.35	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868P
180324-Plate_007.C5	180324-Plate_007	7	Plate_007	C	5	C5	9	Plate_009	C5	C	5	GAL4.35	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868P
180324-Plate_007.C6	180324-Plate_007	7	Plate_007	C	6	C6	9	Plate_009	C6	C	6	GAL4.35	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868P
180324-Plate_007.C7	180324-Plate_007	7	Plate_007	C	7	C7	9	Plate_009	C7	C	7	GAL4.35	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868P
180324-Plate_007.C8	180324-Plate_007	7	Plate_007	C	8	C8	9	Plate_009	C8	C	8	GAL4.35	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868P
180324-Plate_007.C9	180324-Plate_007	7	Plate_007	C	9	C9	9	Plate_009	C9	C	9	GAL4.35	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4-L868P
180324-Plate_007.C10	180324-Plate_007	7	Plate_007	C	10	C10	9	Plate_009	C10	C	10	GAL4.35	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868P
180324-Plate_007.C11	180324-Plate_007	7	Plate_007	C	11	C11	9	Plate_009	C11	C	11	GAL4.35	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868P
180324-Plate_007.C12	180324-Plate_007	7	Plate_007	C	12	C12	9	Plate_009	C12	C	12	GAL4.35	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868P
180324-Plate_007.D1	180324-Plate_007	7	Plate_007	D	1	D1	9	Plate_009	D1	D	1	GAL4.36	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868C
180324-Plate_007.D2	180324-Plate_007	7	Plate_007	D	2	D2	9	Plate_009	D2	D	2	GAL4.36	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868C
180324-Plate_007.D3	180324-Plate_007	7	Plate_007	D	3	D3	9	Plate_009	D3	D	3	GAL4.36	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4-L868C
180324-Plate_007.D4	180324-Plate_007	7	Plate_007	D	4	D4	9	Plate_009	D4	D	4	GAL4.36	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868C
180324-Plate_007.D5	180324-Plate_007	7	Plate_007	D	5	D5	9	Plate_009	D5	D	5	GAL4.36	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868C
180324-Plate_007.D6	180324-Plate_007	7	Plate_007	D	6	D6	9	Plate_009	D6	D	6	GAL4.36	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868C
180324-Plate_007.D7	180324-Plate_007	7	Plate_007	D	7	D7	9	Plate_009	D7	D	7	GAL4.36	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868C
180324-Plate_007.D8	180324-Plate_007	7	Plate_007	D	8	D8	9	Plate_009	D8	D	8	GAL4.36	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868C
180324-Plate_007.D9	180324-Plate_007	7	Plate_007	D	9	D9	9	Plate_009	D9	D	9	GAL4.36	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4-L868C
180324-Plate_007.D10	180324-Plate_007	7	Plate_007	D	10	D10	9	Plate_009	D10	D	10	GAL4.36	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868C
180324-Plate_007.D11	180324-Plate_007	7	Plate_007	D	11	D11	9	Plate_009	D11	D	11	GAL4.36	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868C
180324-Plate_007.D12	180324-Plate_007	7	Plate_007	D	12	D12	9	Plate_009	D12	D	12	GAL4.36	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868C
180324-Plate_007.E1	180324-Plate_007	7	Plate_007	E	1	E1	9	Plate_009	E1	E	1	GAL4.38	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868G
180324-Plate_007.E2	180324-Plate_007	7	Plate_007	E	2	E2	9	Plate_009	E2	E	2	GAL4.38	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868G
180324-Plate_007.E3	180324-Plate_007	7	Plate_007	E	3	E3	9	Plate_009	E3	E	3	GAL4.38	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4-L868G
180324-Plate_007.E4	180324-Plate_007	7	Plate_007	E	4	E4	9	Plate_009	E4	E	4	GAL4.38	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868G
180324-Plate_007.E5	180324-Plate_007	7	Plate_007	E	5	E5	9	Plate_009	E5	E	5	GAL4.38	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868G
180324-Plate_007.E6	180324-Plate_007	7	Plate_007	E	6	E6	9	Plate_009	E6	E	6	GAL4.38	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868G
180324-Plate_007.E7	180324-Plate_007	7	Plate_007	E	7	E7	9	Plate_009	E7	E	7	GAL4.38	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868G
180324-Plate_007.E8	180324-Plate_007	7	Plate_007	E	8	E8	9	Plate_009	E8	E	8	GAL4.38	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868G
180324-Plate_007.E9	180324-Plate_007	7	Plate_007	E	9	E9	9	Plate_009	E9	E	9	GAL4.38	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4-L868G
180324-Plate_007.E10	180324-Plate_007	7	Plate_007	E	10	E10	9	Plate_009	E10	E	10	GAL4.38	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868G
180324-Plate_007.E11	180324-Plate_007	7	Plate_007	E	11	E11	9	Plate_009	E11	E	11	GAL4.38	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868G
180324-Plate_007.E12	180324-Plate_007	7	Plate_007	E	12	E12	9	Plate_009	E12	E	12	GAL4.38	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868G
180324-Plate_007.F1	180324-Plate_007	7	Plate_007	F	1	F1	9	Plate_009	F1	F	1	GAL4.40	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868K
180324-Plate_007.F2	180324-Plate_007	7	Plate_007	F	2	F2	9	Plate_009	F2	F	2	GAL4.40	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868K
180324-Plate_007.F3	180324-Plate_007	7	Plate_007	F	3	F3	9	Plate_009	F3	F	3	GAL4.40	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4-L868K
180324-Plate_007.F4	180324-Plate_007	7	Plate_007	F	4	F4	9	Plate_009	F4	F	4	GAL4.40	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868K
180324-Plate_007.F5	180324-Plate_007	7	Plate_007	F	5	F5	9	Plate_009	F5	F	5	GAL4.40	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868K
180324-Plate_007.F6	180324-Plate_007	7	Plate_007	F	6	F6	9	Plate_009	F6	F	6	GAL4.40	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868K
180324-Plate_007.F7	180324-Plate_007	7	Plate_007	F	7	F7	9	Plate_009	F7	F	7	GAL4.40	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868K
180324-Plate_007.F8	180324-Plate_007	7	Plate_007	F	8	F8	9	Plate_009	F8	F	8	GAL4.40	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868K
180324-Plate_007.F9	180324-Plate_007	7	Plate_007	F	9	F9	9	Plate_009	F9	F	9	GAL4.40	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4-L868K
180324-Plate_007.F10	180324-Plate_007	7	Plate_007	F	10	F10	9	Plate_009	F10	F	10	GAL4.40	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868K
180324-Plate_007.F11	180324-Plate_007	7	Plate_007	F	11	F11	9	Plate_009	F11	F	11	GAL4.40	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868K
180324-Plate_007.F12	180324-Plate_007	7	Plate_007	F	12	F12	9	Plate_009	F12	F	12	GAL4.40	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	1	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868K
180324-Plate_007.G1	180324-Plate_007	7	Plate_007	G	1	G1	10	Plate_010	A1	A	1	GAL4.WT	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4.WT
180324-Plate_007.G2	180324-Plate_007	7	Plate_007	G	2	G2	10	Plate_010	A2	A	2	GAL4.WT	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4.WT
180324-Plate_007.G3	180324-Plate_007	7	Plate_007	G	3	G3	10	Plate_010	A3	A	3	GAL4.WT	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4.WT
180324-Plate_007.G4	180324-Plate_007	7	Plate_007	G	4	G4	10	Plate_010	A4	A	4	GAL4.WT	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4.WT
180324-Plate_007.G5	180324-Plate_007	7	Plate_007	G	5	G5	10	Plate_010	A5	A	5	GAL4.WT	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4.WT
180324-Plate_007.G6	180324-Plate_007	7	Plate_007	G	6	G6	10	Plate_010	A6	A	6	GAL4.WT	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4.WT
180324-Plate_007.G7	180324-Plate_007	7	Plate_007	G	7	G7	10	Plate_010	A7	A	7	GAL4.WT	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4.WT
180324-Plate_007.G8	180324-Plate_007	7	Plate_007	G	8	G8	10	Plate_010	A8	A	8	GAL4.WT	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4.WT
180324-Plate_007.G9	180324-Plate_007	7	Plate_007	G	9	G9	10	Plate_010	A9	A	9	GAL4.WT	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4.WT
180324-Plate_007.G10	180324-Plate_007	7	Plate_007	G	10	G10	10	Plate_010	A10	A	10	GAL4.WT	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4.WT
180324-Plate_007.G11	180324-Plate_007	7	Plate_007	G	11	G11	10	Plate_010	A11	A	11	GAL4.WT	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4.WT
180324-Plate_007.G12	180324-Plate_007	7	Plate_007	G	12	G12	10	Plate_010	A12	A	12	GAL4.WT	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4.WT
180324-Plate_007.H1	180324-Plate_007	7	Plate_007	H	1	H1	10	Plate_010	B1	B	1	GAL4.delta	GAL80.WT	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.WT	GAL4.delta
180324-Plate_007.H2	180324-Plate_007	7	Plate_007	H	2	H2	10	Plate_010	B2	B	2	GAL4.delta	GAL80.delta	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.delta	GAL4.delta
180324-Plate_007.H3	180324-Plate_007	7	Plate_007	H	3	H3	10	Plate_010	B3	B	3	GAL4.delta	GAL80.07	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80.07	GAL4.delta
180324-Plate_007.H4	180324-Plate_007	7	Plate_007	H	4	H4	10	Plate_010	B4	B	4	GAL4.delta	GAL80.35	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-2	GAL4.delta
180324-Plate_007.H5	180324-Plate_007	7	Plate_007	H	5	H5	10	Plate_010	B5	B	5	GAL4.delta	GAL80.37	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-1	GAL4.delta
180324-Plate_007.H6	180324-Plate_007	7	Plate_007	H	6	H6	10	Plate_010	B6	B	6	GAL4.delta	GAL80.41	GAL3.WT	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.WT	GAL80S-0	GAL4.delta
180324-Plate_007.H7	180324-Plate_007	7	Plate_007	H	7	H7	10	Plate_010	B7	B	7	GAL4.delta	GAL80.WT	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.WT	GAL4.delta
180324-Plate_007.H8	180324-Plate_007	7	Plate_007	H	8	H8	10	Plate_010	B8	B	8	GAL4.delta	GAL80.delta	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.delta	GAL4.delta
180324-Plate_007.H9	180324-Plate_007	7	Plate_007	H	9	H9	10	Plate_010	B9	B	9	GAL4.delta	GAL80.07	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80.07	GAL4.delta
180324-Plate_007.H10	180324-Plate_007	7	Plate_007	H	10	H10	10	Plate_010	B10	B	10	GAL4.delta	GAL80.35	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-2	GAL4.delta
180324-Plate_007.H11	180324-Plate_007	7	Plate_007	H	11	H11	10	Plate_010	B11	B	11	GAL4.delta	GAL80.37	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-1	GAL4.delta
180324-Plate_007.H12	180324-Plate_007	7	Plate_007	H	12	H12	10	Plate_010	B12	B	12	GAL4.delta	GAL80.41	GAL3.delta	pAMN52.2 - 1 - A12	2	GALK.Sac_cer	GALK	1	GAL3.delta	GAL80S-0	GAL4.delta
