"clone.named"	"HDB1"	"HDB2"
"GAL3.WT GAL80.09 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.09 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.09 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.09 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.17"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.29"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.09 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.09 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.09 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.10 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.10 GAL4-L868F"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.10 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.10 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.10 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.10 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.10 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.10 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.10 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.17"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.29"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.10 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.10 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.10 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.11 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.11 GAL4-L868F"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.11 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.11 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.11 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.11 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.11 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.11 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.11 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.17"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.29"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.11 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.11 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.11 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.12 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.12 GAL4-L868F"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.12 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.12 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.12 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.12 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.12 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.12 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.12 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.17"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.18"	"outlying"	"outlying"
"GAL3.WT GAL80.12 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.29"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.12 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.12 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.12 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.13 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.13 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.13 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.13 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.13 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.13 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.13 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.13 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.13 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.13 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.13 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.13 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.14 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.14 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.14 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.14 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.14 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.14 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.14 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.14 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.14 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.14 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.14 GAL4.34"	"outlying"	"outlying"
"GAL3.WT GAL80.14 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.14 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.15 GAL4-L868C"	"outlying"	"outlying"
"GAL3.WT GAL80.15 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.15 GAL4-L868F"	"outlying"	"outlying"
"GAL3.WT GAL80.15 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.15 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.15 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.15 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.15 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.15 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.15 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.15 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.17"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.29"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.15 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.15 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.15 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.16 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.16 GAL4-L868F"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.16 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.16 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.16 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.16 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.16 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.16 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.16 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.17"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.29"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.16 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.16 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.16 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.17 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.17 GAL4-L868F"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.17 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.17 GAL4-L868P"	"constitutive"	"constitutive"
"GAL3.WT GAL80.17 GAL4-L868S"	"constitutive"	"constitutive"
"GAL3.WT GAL80.17 GAL4.01"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.17 GAL4.02"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.03"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.17 GAL4.04"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.05"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.06"	"weakly inducible"	"weakly inducible"
"GAL3.WT GAL80.17 GAL4.07"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.08"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.09"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.10"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.11"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.12"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.13"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.14"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.15"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.16"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.17"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.18"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.19"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.20"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.21"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.22"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.23"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.24"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.25"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.26"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.27"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.28"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.29"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.30"	"constitutive"	"constitutive"
"GAL3.WT GAL80.17 GAL4.32"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.33"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.34"	"uninducible"	"uninducible"
"GAL3.WT GAL80.17 GAL4.WT"	"inducible"	"inducible"
"GAL3.WT GAL80.17 GAL4.delta"	"uninducible"	"uninducible"
"GAL3.WT GAL80.18 GAL4-L868*"	"const, low expr 1"	"const, low expr"
"GAL3.WT GAL80.18 GAL4-L868C"	"inducible"	"inducible"
"GAL3.WT GAL80.18 GAL4-L868E"	"constitutive"	"constitutive"
"GAL3.WT GAL80.18 GAL4-L868F"	"inducible"	"inducible"
"GAL3.WT GAL80.18 GAL4-L868G"	"constitutive"	"constitutive"
"GAL3.WT GAL80.18 GAL4-L868K"	"constitutive"	"constitutive"
"GAL3.WT GAL80.18 GAL4-L868P"	"constitutive"	"constitutive"
