yfp.min	yfp.5th	yfp.25th	yfp.median	yfp.75th	yfp.95th	yfp.max	yfp.mean	yfp.variance	fracon	mean.norm.fsc	var.norm.fsc	N	mean.on.fraction	var.on.fraction	cells.per.sec	dip.stat	dip.pval	mean.fsc	median.fsc	mean.ssc	median.ssc	FITC.saturation.corrected	pct.oversaturation	(-0.5,-0.447]	(-0.447,-0.393]	(-0.393,-0.34]	(-0.34,-0.287]	(-0.287,-0.233]	(-0.233,-0.18]	(-0.18,-0.127]	(-0.127,-0.0733]	(-0.0733,-0.02]	(-0.02,0.0333]	(0.0333,0.0867]	(0.0867,0.14]	(0.14,0.193]	(0.193,0.247]	(0.247,0.3]	(0.3,0.353]	(0.353,0.407]	(0.407,0.46]	(0.46,0.513]	(0.513,0.567]	(0.567,0.62]	(0.62,0.673]	(0.673,0.727]	(0.727,0.78]	(0.78,0.833]	(0.833,0.887]	(0.887,0.94]	(0.94,0.993]	(0.993,1.05]	(1.05,1.1]	(1.1,1.15]	(1.15,1.21]	(1.21,1.26]	(1.26,1.31]	(1.31,1.37]	(1.37,1.42]	(1.42,1.47]	(1.47,1.53]	(1.53,1.58]	(1.58,1.63]	(1.63,1.69]	(1.69,1.74]	(1.74,1.79]	(1.79,1.85]	(1.85,1.9]	(1.9,1.95]	(1.95,2.01]	(2.01,2.06]	(2.06,2.11]	(2.11,2.17]	(2.17,2.22]	(2.22,2.27]	(2.27,2.33]	(2.33,2.38]	(2.38,2.43]	(2.43,2.49]	(2.49,2.54]	(2.54,2.59]	(2.59,2.65]	(2.65,2.7]	samp_id
-172.199996948242	-43.3999977111816	18.1999988555908	64.4000015258789	124.599998474121	27398.3491210938	81261.6015625	3316.70561142207	105799852.711219	0.126839962417789	0.935237257063301	8.04777831383388	6386	25762.8911600372	257256617.064668	19545.0994651143	0.0370934096935807	0	3646.72580645161	3511.75	4545.24746462293	4334.39990234375	0	0	0	0	0	0	0	0	0	2	288	3399	1803	83	6	4	6	1	2	1	4	2	4	6	4	14	9	13	14	23	22	24	31	38	45	62	57	65	56	59	58	51	44	37	24	15	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.C6
-198.800003051758	-49	7	47.5999984741211	92.4000015258789	165.199996948242	446.600006103516	51.45415971033	4345.53381416773	0.000162839928350432	0.0131640768348058	0.000350415475170964	6141	446.600006103516	NA	16274.7411654769	0.00811633740283664	0.0373846356915789	4045.42664061228	3971.5	4631.12696823222	4394.60009765625	0	0	0	0	0	0	0	0	0	2	344	3861	1869	64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.C7
-166.599990844727	-48.8599998474121	9.80000019073486	51.7999992370605	96.5999984741211	168	427	55.0341886982412	4355.48127244587	0.000155690487311225	0.0150884986678098	0.000410175504693103	6423	427	NA	18832.3391611519	0.00652748733705072	0.168298358225738	3828.38813638487	3704	4519.10968267496	4310.60009765625	0	0	0	0	0	0	0	0	0	3	354	3870	2118	77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.C8
-151.199996948242	-43.3999977111816	14	51.7999992370605	95.1999969482422	168	588	56.4822236617089	4196.68383718213	0.000153633430634506	0.0174403741454995	0.000596824471832662	6509	588	NA	18615.0796252113	0.0072682650556919	0.0643498937574579	3599.51497925949	3491	4568.5249177221	4345.60009765625	0	0	0	0	0	0	0	0	0	0	284	4028	2111	85	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.C9
-193.199996948242	154.349994659424	26646.8994140625	36966.298828125	50460.548828125	72914.451171875	151704	39271.6436939315	384654779.366562	0.946106821106821	10.0950490787159	12.7667366161293	6216	41505.9699713881	313921928.164909	19063.4889196175	0.0108182383900042	5.50140351892603e-05	4030.90339446589	3952	4621.04879450461	4425.39990234375	0	0	0	0	0	0	0	0	0	3	32	190	108	2	0	0	0	0	1	0	0	0	1	0	1	1	0	1	2	3	3	9	19	31	83	152	282	407	532	597	654	629	634	578	478	359	222	107	46	29	17	1	2	0	0	0	0	0	0	0	0	0	170927-Plate_008.D1
-795.200012207031	-43.3999977111816	21	64.4000015258789	112	193.199996948242	31763.19921875	79.5555877955474	213973.462419501	0.00404040404040404	0.0197524130306573	0.0303189735045006	5940	3584.99158732096	40695737.8266584	14972.7566886317	0.0064783647333417	0.189149813948851	4154.85740740741	4007.5	4886.22075959793	4643.7998046875	0	0	0	1	1	3	5	9	12	16	237	3209	2262	158	4	4	2	1	0	2	1	3	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.D2
-172.199996948242	-44.7999992370605	12.5999994277954	57.3999977111816	103.599998474121	180.599990844727	6311.19970703125	61.8101595602282	11417.2419605997	0.000655522779416585	0.0152795790805602	0.000607468276679319	6102	2061.84992980957	8122876.00451378	16839.0547293317	0.00650671004473363	0.190512763217175	4115.90380203212	4044.25	4719.71974936816	4512.19970703125	0	0	0	0	0	0	0	0	0	1	303	3491	2192	111	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.D3
-168	35.4899991989136	12768.349609375	24775.099609375	38232.599609375	61096.9779296875	126298.1953125	26302.6160774994	383533409.648632	0.863796414852753	6.59097768021355	18.3805985643474	6248	30437.3079216904	318479704.495813	16074.5434768254	0.0113213695244606	2.07463938141084e-05	4170.68806017926	4073.5	4684.74454180807	4466.69995117188	0	0	0	0	0	0	0	0	0	1	55	439	268	87	71	56	44	40	25	22	15	21	11	13	8	10	21	23	37	47	55	96	153	201	261	332	370	430	432	448	487	451	367	330	210	153	79	40	24	12	3	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.D4
-158.199996948242	-50.8199981689453	5.59999990463257	49	92.4000015258789	173.599990844727	46331.59765625	71.0572439483248	410081.764847552	0.0032599837000815	0.0170855334623214	0.0178683884351806	6135	5678.18985137939	97714360.6692273	17014.292261583	0.00770966351915159	0.0597507837218237	4144.61898940505	4038.5	4646.97508038534	4435.19970703125	0	0	0	0	0	0	0	0	0	1	367	3814	1841	92	2	0	1	1	0	0	2	2	3	2	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.D5
-205.800003051758	8799.97978515625	25443.599609375	35904.3984375	49707.69921875	72423.82109375	185175.203125	38358.9414417558	365248015.368503	0.952358416153968	11.1828693130853	24.7665111346785	6339	40275.8201092399	306383095.607338	18844.9376505008	0.00905245853932031	0.00153801916929752	3749.03896513646	3651.5	4626.12489115927	4442.19970703125	0	0	0	0	0	0	0	0	0	2	31	180	89	0	2	0	0	0	0	0	1	1	1	1	0	0	1	1	3	5	4	10	24	49	104	243	349	467	530	584	638	612	604	575	471	356	224	112	36	18	8	1	1	1	0	0	0	0	0	0	0	0	170927-Plate_008.D6
-541.799987792969	30.589999294281	10715.9497070312	21917	34382.6005859375	57267.8396484375	124628	23697.1331654619	330580658.012411	0.861154938466393	6.51584140160301	20.6929840997026	6338	27506.0921956332	279377625.082464	16679.2265595386	0.0107118359616877	7.13774959284486e-05	3875.42316188072	3758.25	4667.94163706266	4414.89990234375	0	0	0	0	0	1	0	1	2	2	65	469	248	92	84	50	41	40	24	20	21	23	9	15	22	20	26	32	53	75	103	143	218	260	295	376	382	450	487	412	432	359	327	240	204	102	72	24	14	2	1	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.D7
-586.599975585938	-40.5999984741211	14	54.5999984741211	100.799995422363	175	47135.19921875	84.3235631476292	895388.932600391	0.00249687890137328	0.0239094048599487	0.0550205538252204	6408	10304.2624397278	268761797.794932	18224.0645343543	0.00683726961045762	0.110890696448192	3669.39989076155	3537.25	4495.98718932267	4291	0	0	0	0	2	1	1	1	2	3	270	3843	2182	86	3	2	0	1	2	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.D8
-187.599990844727	-42	14	54.5999984741211	99.4000015258789	171.080001831054	400.399993896484	58.4235725717021	4322.98379677739	0.000156323276535876	0.0172721573747967	0.000539897836805241	6397	400.399993896484	NA	17352.2958691236	0.00724686396232536	0.071994155449379	3675.58074097233	3519	4478.07161470419	4247.60009765625	0	0	0	0	0	0	0	0	0	3	284	3835	2191	83	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.D9
-189	-36.3999977111816	23.7999992370605	72.7999954223633	142.800003051758	33799.4279296874	125995.796875	4275.57086805888	142439831.758538	0.146443514644351	1.27821006325507	12.7276605032601	6214	28824.6133837689	266716973.759009	17046.1985405232	0.0446461448313124	0	3695.81750885098	3557.25	4492.11891174808	4303.60009765625	0	0	0	0	0	0	0	0	0	2	227	3057	1909	108	8	4	5	5	3	2	1	2	2	6	4	6	11	10	13	9	22	18	26	36	29	61	59	83	73	79	82	66	62	54	37	22	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E1
-169.399993896484	-37.7999992370605	23.7999992370605	70	117.599998474121	197.399993896484	487.199981689453	72.7196689602682	5132.26685298443	0.000171791788352517	0.0171450359341739	0.000313760406789844	5821	487.199981689453	NA	14296.41130727	0.00660657171202525	0.17128199405815	4314.02456622573	4203	4943.59304664348	4762.7998046875	0	0	0	0	0	0	0	0	0	4	227	3022	2418	149	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E2
-182	-44.7999992370605	14	58.7999992370605	109.199996948242	184.800003051758	540.399963378906	63.2845347115376	5083.41996832633	0.00083500334001336	0.0150174840280047	0.00032757220199687	5988	444.359985351562	4243.006871216	16303.8236456939	0.00759909632368043	0.0626191894351185	4256.55769873079	4142	4765.92256277692	4586.39990234375	0	0	0	0	0	0	0	0	0	5	283	3364	2209	122	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E3
-194.599990844727	-53.2000007629395	2.79999995231628	43.3999977111816	84	155.399993896484	379.399993896484	45.6893733990861	4074.5257315821	0	0.0120820081983404	0.000348679082195569	6136	NA	NA	14701.7837226022	0.00764325439226576	0.0715201598490667	3990.47620599739	3840.75	4564.57876754025	4352.60009765625	0	0	0	0	0	0	0	0	0	2	398	4037	1650	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E4
-197.399993896484	-51.169998550415	5.59999990463257	44.7999992370605	89.5999984741211	161	393.399993896484	49.2730328580158	4171.85593920916	0.000160513643659711	0.0134054892156822	0.000369241084944678	6230	393.399993896484	NA	16861.2160532543	0.00786309151763598	0.0467655443954134	3863.94622792937	3754.75	4526.19452560694	4334.39990234375	0	0	0	0	0	0	0	0	0	3	363	4005	1795	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E5
-170.800003051758	-40.5999984741211	19.6000003814697	70	137.199996948242	31316.248828125	85528.796875	3807.356396838	127889537.177761	0.132454488386692	0.986715451983456	8.01006293134377	6372	28345.5921403424	271617563.543128	18050.7220163004	0.0408033771237265	0	3890.16360640301	3861.75	4595.09631010488	4435.89990234375	0	0	0	0	0	0	0	0	0	4	268	3223	1905	126	12	6	2	3	5	2	3	2	3	6	2	5	8	6	16	7	14	22	20	39	50	52	62	64	73	62	60	68	56	53	26	24	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E6
-208.599990844727	-47.5999984741211	9.80000019073486	50.3999977111816	93.7999954223633	169.399993896484	431.199981689453	53.4769614564056	4367.75826451852	0.000159540523292916	0.0134621071752177	0.000343784614231962	6268	431.199981689453	NA	16920.8267329181	0.00795058744554621	0.0380166377087238	4074.25805679643	3994.75	4732.89892948153	4496.7998046875	0	0	0	0	0	0	0	0	0	4	330	3891	1966	76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E7
-144.199996948242	-39.2000007629395	15.3999996185303	54.5999984741211	98	168	512.399963378906	59.2828872836508	4088.41677287645	0.000158002844051193	0.0193650533684397	0.00114705148044486	6329	512.399963378906	NA	17506.2246449372	0.0069373001584572	0.0957954959151853	3483.99312687628	3324	4522.51554759944	4368	0	0	0	0	0	0	0	0	0	0	245	3811	2196	76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E8
-168	-42.1399997711181	14	56	99.4000015258789	172.199996948242	436.799987792969	59.5793230393043	4375.23781492648	0.000152928582352042	0.0173517670790417	0.000507511267320328	6539	436.799987792969	NA	18501.690597765	0.00669269380925823	0.117353515209702	3713.70484783606	3586	4534.40444834748	4314.7998046875	0	0	0	0	0	0	0	0	0	3	301	3901	2246	87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.E9
-127.400001525879	13150.2001953125	27791.3994140625	38851.3984375	52855.599609375	75908.2796875	146780.203125	40957.2958152351	382239053.875249	0.956528637156909	10.7749311053044	13.5724294317694	6303	42816.0090767447	320126710.480722	17869.6818555145	0.00774767726049083	0.01436968241579	3970.5089639854	3886	4594.2588458466	4386.19970703125	0	0	0	0	0	0	0	0	0	0	25	143	98	7	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	2	9	5	19	36	63	141	252	388	517	616	579	639	678	615	551	398	255	172	53	19	10	4	1	0	0	0	0	0	0	0	0	0	170927-Plate_008.F1
-977.200012207031	-42	22.3999996185303	65.7999954223633	114.799995422363	205.800003051758	65093	109.469111247619	1576634.31875308	0.00726965342349958	0.0263088285543813	0.08208641355722	5915	5939.80928855719	185899693.255837	15812.9910548943	0.00687601131813122	0.127636464556876	4337.00912933221	4250.5	4969.16275668817	4758.60009765625	0	0	1	0	4	4	3	5	9	8	234	3151	2265	178	7	2	3	6	4	2	4	2	4	2	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.F2
-196	-42	16.7999992370605	58.7999992370605	107.799995422363	189	2650.19995117188	65.3102254217497	6560.23038578249	0.00113268608414239	0.0162149322316964	0.000536847881151152	6180	1019.19998604911	613952.340927735	17960.6117692917	0.00811656561705457	0.0267216666278067	4189.93203883495	4112.75	4831.69894794353	4608.7998046875	0	0	0	0	0	0	0	0	0	4	277	3497	2257	137	3	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.F3
-156.800003051758	39.2000007629395	11401.599609375	24917.19921875	39599	62894.4390625	147838.59375	26674.4497861343	419024545.70766	0.862263264986696	6.69943288694984	21.2984822569902	6389	30921.5771074778	354985028.221328	18375.693100374	0.0104284172935263	0.000116287827600647	4216.47026138676	4106	4842.60057638434	4628.39990234375	0	0	0	0	0	0	0	0	0	1	47	441	286	101	86	56	66	43	26	32	17	19	26	14	15	19	21	26	41	55	66	117	126	209	276	328	342	335	421	439	437	442	416	360	271	179	100	51	20	9	5	1	1	0	0	0	0	0	0	0	0	0	170927-Plate_008.F4
-246.399993896484	-51.7999992370605	8.39999961853027	51.7999992370605	96.5999984741211	173.599990844727	60425.3984375	72.906378740357	676402.728073778	0.00304584802821417	0.0171015662125377	0.0237790189692388	6238	6043.57874498869	195010446.527765	18431.3824490973	0.00713218902674888	0.0977118854438933	4247.42393395319	4176.75	4786.80706589464	4583.60009765625	0	0	0	0	0	0	0	0	0	10	384	3724	2014	87	4	0	3	2	1	0	2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.F5
-161	122.219995880127	24668.3500976562	35340.8984375	49439.9482421875	73103.516015625	140546	37593.3173789373	405393040.607795	0.939601494396015	11.0899039904939	31.3105904207347	6424	40006.0235657234	335060873.579549	19674.9176677334	0.00819045616671331	0.00636048228144859	3736.95423412204	3649.75	4656.17501443409	4484.89990234375	0	0	0	0	0	0	0	0	0	1	30	211	123	22	11	10	7	13	8	10	6	3	4	5	2	4	2	3	4	4	8	14	28	51	106	211	345	448	528	627	566	607	610	557	476	331	211	119	59	28	9	2	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.F6
-613.200012207031	32.2000007629395	11166.3994140625	22766.798828125	36121.3984375	59442.59765625	124815.6015625	24789.5315417151	358365240.881058	0.856962624191768	5.99458594037939	14.9024062951788	6341	28914.2507742445	299225017.744912	18219.3232808681	0.0148703061140975	0	4247.69996845923	4167.5	4829.94692865626	4606	0	0	0	1	0	0	0	0	0	2	44	486	291	77	58	50	27	22	23	22	15	6	17	15	15	25	25	44	49	75	87	150	165	238	306	356	413	430	453	435	411	416	343	283	186	130	76	43	26	3	2	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.F7
-432.600006103516	-43.3999977111816	14	54.5999984741211	100.799995422363	176.399993896484	14628.599609375	64.8024280726149	59934.1813038779	0.00186857676736219	0.0193960083182694	0.0154735104183158	6422	3555.76659901937	19005289.4470116	18883.1069459198	0.00698053050116008	0.0911639214477128	3702.02841793834	3610	4570.97899257739	4402.30004882812	0	0	0	0	0	0	1	3	4	5	282	3856	2171	88	1	2	2	2	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.F8
-168	-42	14	53.2000007629395	100.799995422363	173.599990844727	392	58.5535170228684	4399.29936075303	0.000159184972938555	0.0167718712086073	0.000470022753851844	6282	392	NA	18206.3234768314	0.007582169735188	0.0491629807504235	3716.68457497612	3601	4557.5744537577	4365.89990234375	0	0	0	0	0	0	0	0	0	2	274	3787	2120	98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.F9
-225.399993896484	-35	23.7999992370605	71.4000015258789	133	28595.9791015625	98985.6015625	3173.7054482727	101939325.516509	0.114727940003191	0.935793140651241	8.90549406544263	6267	27167.8543120956	238355565.703798	17725.4277512291	0.0348458543366204	0	3656.30939843625	3544.5	4504.13076685322	4310.60009765625	0	0	0	0	0	0	0	0	0	3	218	3178	2043	105	10	4	2	2	4	0	5	0	3	2	5	3	4	9	9	15	18	20	16	40	43	44	50	51	53	61	59	68	47	42	11	14	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G1
-161	-39.2000007629395	22.3999996185303	70	121.799995422363	203	487.199981689453	74.9035533003873	5588.78215572637	0.00052530204867799	0.0161651028887058	0.000280710759609651	5711	448.933329264323	2634.89227661149	15199.0025821487	0.00743880582780608	0.0794804939077063	4651.9057958326	4559	5031.20621619394	4849.60009765625	0	0	0	0	0	0	0	0	0	1	232	2933	2342	200	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G2
-133	-32.2000007629395	21	61.5999984741211	105	173.599990844727	364	65.3761192529992	4157.11550205985	0	0.0201793318280649	0.000598127307952112	6315	NA	NA	18316.7457746628	0.00673015260121974	0.114033898861341	3625.46088677751	3490.5	4593.75086176035	4405.7998046875	0	0	0	0	0	0	0	0	0	0	196	3632	2377	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G3
-170.800003051758	-49	9.80000019073486	51.7999992370605	99.4000015258789	183.399993896484	72010.3984375	178.328582543203	4549459.69738729	0.00569105691056911	0.0382338707257583	0.179357411781104	6150	21515.8396780831	350548873.392774	17342.1926473865	0.00698510678614562	0.123622578193975	4409.49804878049	4293	4742.21013191533	4511.49975585938	0	0	0	0	0	0	0	0	0	3	358	3652	1997	105	3	1	0	1	0	0	0	1	0	2	0	0	0	0	0	2	0	2	2	1	1	1	4	2	3	2	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G4
-177.800003051758	-40.5999984741211	14	51.7999992370605	95.1999969482422	168	1016.39996337891	56.138724167142	4181.70384440455	0.000154344806297268	0.00927043276671858	0.971893422630678	6479	1016.39996337891	NA	19638.9416417743	0.00748673237300986	0.0483742147815595	3514.81995678345	3352.5	4685.14389082833	4480	0	0	0	0	0	0	0	0	0	2	270	4074	2055	77	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G5
-250.599990844727	-35	25.1999988555908	71.4000015258789	131.599990844727	20121.7093749999	95099.1953125	2459.8505959929	84409892.6116032	0.0938571874025569	0.683748776113061	6.20207059502689	6414	25559.5228064654	310810538.841883	20001.9753937058	0.0247334381690643	0	3895.31750857499	3785.5	4710.46580592442	4507.30004882812	0	0	0	0	0	0	0	0	0	3	211	3251	2214	133	6	5	4	1	1	3	3	3	5	4	6	7	13	9	9	15	14	23	27	26	37	53	41	41	40	31	40	28	31	25	21	17	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G6
-179.199996948242	-47.5999984741211	8.39999961853027	51.7999992370605	98	179.199996948242	62244	185.448257366472	4323286.64567983	0.00737534070867404	0.0473871787514709	0.262544922276277	6237	17766.791020269	280169999.972022	18286.0479861855	0.00804716146283143	0.0349829665781944	4071.95614878948	3983.5	4736.06950656584	4545.7998046875	0	0	0	0	0	0	0	0	0	3	333	3763	1996	96	2	5	1	3	2	1	0	0	0	0	0	1	0	1	1	0	0	3	3	0	1	3	4	2	3	2	2	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G7
-147	-43.3999977111816	15.3999996185303	54.5999984741211	100.799995422363	173.599990844727	376.600006103516	59.5742248141807	4415.63382184101	0	0.0171639070950972	0.000475998039277531	6394	NA	NA	19222.0336666571	0.00715375810759252	0.0774556768414011	3742.49327494526	3612.5	4606.75444187788	4422.60009765625	0	0	0	0	0	0	0	0	0	0	296	3821	2187	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G8
-176.399993896484	-42	14	56	100.799995422363	177.800003051758	389.199981689453	59.6633466732414	4564.70104730519	0.000154130702836005	0.0162141952579385	0.000406273278234568	6488	389.199981689453	NA	19240.3655247063	0.00658020217432767	0.147900839633081	3865.45422318126	3781	4538.99822792966	4349.7998046875	0	0	0	0	0	0	0	0	0	3	277	3851	2242	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.G9
-168	-33.5999984741211	23.7999992370605	71.4000015258789	133	27500.198828125	88953.1953125	3185.04213328693	108069904.447131	0.111591962905719	1.06198825393342	14.1351929263735	6470	28016.3651093459	274586835.641637	19984.3797053814	0.0331298602578631	0	3543.48755795981	3428	4549.06060406126	4383.39990234375	0	0	0	0	0	0	0	0	0	1	204	3295	2124	123	6	5	6	3	4	3	4	4	3	4	4	5	6	5	10	13	13	18	23	22	40	44	57	61	48	63	55	50	38	46	37	16	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.H1
-165.199996948242	-37.7999992370605	25.1999988555908	70	120.400001525879	198.800003051758	478.799987792969	74.0029217216641	5302.15681222081	0.000671930119267596	0.0176623843958809	0.000337286737294713	5953	445.549995422363	566.276528523847	17976.6547194712	0.00627857799868801	0.220419830425991	4398.46539559886	4281.5	5052.54653038154	4851	0	0	0	0	0	0	0	0	0	2	226	3057	2499	165	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.H2
-135.800003051758	-37.7999992370605	21	63	110.599998474121	193.199996948242	471.799987792969	68.3628404165971	4872.3710704353	0.000468384074941452	0.0191599007070409	0.00049325192569674	6405	426.999989827474	1836.51975219728	19533.9718501519	0.0067396315774903	0.106434729101582	3883.65480093677	3773.5	4814.95904646791	4666.19970703125	0	0	0	0	0	0	0	0	0	0	240	3577	2433	152	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.H3
-155.399993896484	-43.3999977111816	14	58.7999992370605	107.799995422363	191.800003051758	54017.59765625	135.101978633126	2437521.40975893	0.00628930817610063	0.0314476809725161	0.127854823072443	6360	11516.2247634888	262938019.856873	18745.7227496618	0.00670767042730535	0.132776941948785	4451.2733490566	4360	4945.1230591588	4768.39990234375	0	0	0	0	0	0	0	0	0	1	291	3611	2261	154	11	5	2	1	1	0	2	2	0	3	0	0	0	0	1	0	0	0	3	1	0	1	0	0	1	1	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.H4
-173.599990844727	-46.2000007629395	12.5999994277954	57.3999977111816	105	176.399993896484	401.799987792969	60.4841682614578	4834.14215498031	0.000313479623824451	0.0147771870125883	0.000353281647647666	6380	395.499984741211	79.3800769043155	19845.8010418771	0.00728303458318221	0.0727274755952267	4250.09435736677	4164.75	4864.33414654866	4683	0	0	0	0	0	0	0	0	0	3	325	3658	2283	109	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_008.H5
